avg_active_span_days,avg_interest,age,avg_paym_span_hrs,interest,avg_loanamount,max_loannumber,interest_interval_3000,loanamount,age_interval_36-40,good_bad_flag
9.666666666666666,2500.0,37.0,14.0,1125.0,10000.0,3.0,0,10000.0,1,1
14.5,3000.0,37.0,14.5,3000.0,10000.0,2.0,1,10000.0,1,1
50.0,3000.0,39.0,19.0,3000.0,10000.0,1.0,1,10000.0,1,1
36.0,3000.0,36.0,19.0,2500.0,10000.0,1.0,0,10000.0,1,1
29.0,3000.0,29.0,6.0,3000.0,10000.0,1.0,1,10000.0,0,0
23.0,3000.0,31.0,9.0,3000.0,10000.0,1.0,1,10000.0,0,1
31.0,3000.0,33.0,4.0,3000.0,10000.0,1.0,1,10000.0,0,1
9.0,1500.0,35.0,10.0,3000.0,10000.0,1.0,1,10000.0,0,0
13.5,2625.0,35.0,14.0,4500.0,12500.0,4.0,0,20000.0,0,1
14.0,1500.0,29.0,15.0,1500.0,10000.0,1.0,0,10000.0,0,1
27.5,3000.0,46.0,14.5,3000.0,10000.0,2.0,1,10000.0,0,1
19.77777777777778,3216.6666666666665,27.0,11.11111111111111,3000.0,18333.33333333333,9.0,1,30000.0,0,0
32.3,2630.0,34.0,11.4,4500.0,11000.0,12.0,0,20000.0,0,1
22.0,3000.0,42.0,10.0,3000.0,10000.0,1.0,1,10000.0,0,1
19.33333333333333,1500.0,43.0,13.333333333333334,1500.0,10000.0,3.0,0,10000.0,0,0
19.5,2508.333333333333,54.0,0.8333333333333334,4500.0,15000.0,6.0,0,30000.0,0,1
27.75,3375.0,41.0,12.5,4500.0,12500.0,4.0,0,20000.0,0,1
15.666666666666666,2000.0,37.0,21.0,1687.5,10000.0,3.0,0,15000.0,1,1
27.33333333333333,2500.0,41.0,13.666666666666666,3000.0,10000.0,3.0,1,10000.0,0,0
25.0,3000.0,31.0,5.0,2500.0,10000.0,1.0,0,10000.0,0,1
24.857142857142858,3442.8571428571427,30.0,13.571428571428571,4500.0,14285.714285714286,7.0,0,30000.0,0,1
15.0,1500.0,49.0,17.0,3000.0,10000.0,1.0,1,10000.0,0,1
17.0,1500.0,37.0,4.0,3000.0,10000.0,1.0,1,10000.0,1,1
20.25,2381.25,28.0,13.875,4500.0,11875.0,8.0,0,20000.0,0,1
25.125,3237.5,34.0,10.125,4500.0,21250.0,8.0,0,30000.0,0,1
28.666666666666668,2000.0,32.0,9.333333333333334,1500.0,10000.0,4.0,0,10000.0,0,0
22.0,3000.0,38.0,9.0,3000.0,10000.0,1.0,1,10000.0,1,1
11.0,3000.0,44.0,8.0,3000.0,10000.0,1.0,1,10000.0,0,1
14.0,1500.0,39.0,7.0,1500.0,10000.0,1.0,0,10000.0,1,1
9.0,1500.0,45.0,18.5,1500.0,10000.0,2.0,0,10000.0,0,1
27.0,3000.0,39.0,15.0,3000.0,10000.0,1.0,1,10000.0,1,1
21.0,3000.0,34.0,14.0,4500.0,10000.0,2.0,0,20000.0,0,1
18.2,3275.0,44.0,14.0,4000.0,26000.0,10.0,0,40000.0,0,1
27.25,2825.0,36.0,13.125,4500.0,13750.0,8.0,0,30000.0,1,1
13.833333333333334,1312.5,49.0,14.333333333333334,1500.0,10000.0,6.0,0,10000.0,0,1
27.25,3375.0,31.0,9.75,4500.0,12500.0,4.0,0,20000.0,0,1
20.5,3742.857142857143,41.0,10.0,2500.0,30000.0,14.0,0,50000.0,0,1
32.0,3000.0,29.0,20.0,1500.0,10000.0,1.0,0,10000.0,0,0
5.0,1593.75,42.0,12.5,4500.0,12500.0,4.0,0,20000.0,0,1
26.5,3000.0,39.0,14.5,3000.0,10000.0,2.0,1,10000.0,1,1
0.0,1500.0,32.0,14.0,1500.0,10000.0,1.0,0,10000.0,0,1
15.0,3000.0,37.0,7.0,3000.0,10000.0,1.0,1,10000.0,1,1
21.285714285714285,2769.6428571428573,34.0,13.571428571428571,4500.0,16428.571428571428,8.0,0,30000.0,0,1
25.9,3543.75,40.0,9.8,8000.0,22500.0,10.0,0,40000.0,1,1
30.0,3000.0,32.0,20.0,3000.0,10000.0,1.0,1,10000.0,0,0
24.0,3000.0,28.0,14.0,1500.0,10000.0,1.0,0,10000.0,0,1
18.625,2918.75,36.0,9.875,4500.0,18750.0,8.0,0,30000.0,1,1
20.4,2990.0,44.0,11.6,8000.0,21000.0,10.0,0,40000.0,0,1
31.5,3000.0,37.0,16.0,3000.0,10000.0,2.0,1,10000.0,1,1
19.5,3000.0,36.0,8.0,3000.0,10000.0,2.0,1,10000.0,1,1
25.25,3750.0,37.0,18.75,3000.0,15000.0,4.0,1,20000.0,1,1
17.714285714285715,2142.8571428571427,27.0,14.285714285714286,2250.0,12857.142857142857,7.0,0,20000.0,0,0
15.0,3000.0,34.0,16.0,3000.0,10000.0,1.0,1,10000.0,0,1
14.77777777777778,3377.777777777778,33.0,14.555555555555555,4500.0,20000.0,9.0,0,30000.0,0,1
24.5,3000.0,56.0,9.0,4500.0,10000.0,2.0,0,20000.0,0,1
30.125,3937.5,41.0,15.125,9000.0,18750.0,9.0,0,30000.0,0,1
21.666666666666668,3000.0,40.0,10.0,4500.0,10000.0,3.0,0,20000.0,1,1
10.0,1500.0,38.0,7.0,3000.0,10000.0,1.0,1,10000.0,1,1
28.0,3000.0,44.0,8.0,3000.0,10000.0,2.0,1,10000.0,0,1
31.875,3921.875,47.0,12.625,9000.0,20000.0,8.0,0,30000.0,0,1
18.0,3000.0,48.0,10.0,3000.0,10000.0,1.0,1,10000.0,0,1
26.666666666666668,3616.6666666666665,48.0,11.333333333333334,4500.0,21666.666666666668,6.0,0,30000.0,0,1
17.384615384615383,3646.153846153846,28.0,14.538461538461538,4000.0,25384.615384615383,13.0,0,40000.0,0,1
27.666666666666668,3758.3333333333335,32.0,11.833333333333334,4500.0,20833.33333333333,6.0,0,30000.0,0,1
11.125,2184.375,41.0,15.25,3000.0,11875.0,9.0,1,10000.0,0,0
33.0,3000.0,38.0,8.5,3000.0,10000.0,2.0,1,10000.0,1,1
29.25,3375.0,39.0,14.25,4500.0,12500.0,4.0,0,20000.0,1,1
5.0,1500.0,39.0,9.0,1500.0,10000.0,1.0,0,10000.0,1,1
30.63636363636364,4736.363636363636,40.0,11.090909090909092,4000.0,26363.636363636364,11.0,0,40000.0,1,1
22.2,3000.0,36.0,13.0,9000.0,14000.0,5.0,0,30000.0,1,0
12.5,1500.0,32.0,15.5,1500.0,10000.0,2.0,0,10000.0,0,1
17.125,2112.5,43.0,14.5,4500.0,16250.0,8.0,0,30000.0,0,1
15.0,1500.0,35.0,21.5,1500.0,10000.0,2.0,0,10000.0,0,0
19.0,1500.0,34.0,20.0,1500.0,10000.0,1.0,0,10000.0,0,0
25.0,3000.0,32.0,13.0,3000.0,10000.0,1.0,1,10000.0,0,1
10.916666666666666,2972.9166666666665,47.0,14.5,4000.0,23750.0,12.0,0,40000.0,0,1
24.0,3000.0,38.0,14.0,3000.0,10000.0,2.0,1,10000.0,1,1
30.0,3000.0,44.0,21.0,3000.0,10000.0,1.0,1,10000.0,0,0
7.0,3000.0,37.0,17.0,3000.0,10000.0,1.0,1,10000.0,1,0
27.857142857142858,3442.8571428571427,34.0,12.285714285714286,4500.0,17142.85714285714,7.0,0,30000.0,0,1
28.0,3000.0,41.0,12.0,3375.0,10000.0,3.0,0,15000.0,0,0
21.0,3000.0,48.0,19.0,3000.0,10000.0,1.0,1,10000.0,0,1
20.4,3600.0,45.0,11.8,4000.0,25000.0,10.0,0,40000.0,0,1
14.428571428571429,2578.5714285714284,41.0,14.428571428571429,4500.0,20000.0,8.0,0,30000.0,0,1
15.0,1500.0,44.0,16.0,3000.0,10000.0,1.0,1,10000.0,0,1
27.0,4776.923076923077,40.0,13.846153846153848,8000.0,24615.384615384617,13.0,0,40000.0,1,0
32.0,3000.0,32.0,12.0,3000.0,10000.0,2.0,1,10000.0,0,1
20.0,3000.0,41.0,14.0,1500.0,10000.0,1.0,0,10000.0,0,1
13.0,1500.0,32.0,10.0,3000.0,10000.0,1.0,1,10000.0,0,1
37.5,5437.5,40.0,6.25,8000.0,25000.0,8.0,0,40000.0,1,1
27.5,3750.0,29.0,12.25,2250.0,15000.0,4.0,0,20000.0,0,1
12.0,1500.0,38.0,13.0,1500.0,10000.0,1.0,0,10000.0,1,1
21.133333333333333,3290.0,40.0,11.533333333333331,2500.0,29333.33333333333,15.0,0,50000.0,1,1
14.333333333333334,1500.0,42.0,6.666666666666667,2250.0,10000.0,3.0,0,20000.0,0,1
37.0,2500.0,30.0,10.666666666666666,3000.0,8333.333333333334,3.0,1,10000.0,0,1
26.0,3000.0,37.0,11.0,3000.0,10000.0,1.0,1,10000.0,1,0
21.857142857142858,1500.0,38.0,15.428571428571429,1500.0,10000.0,8.0,0,10000.0,1,0
13.0,1500.0,157000.0,14.0,1500.0,10000.0,1.0,0,10000.0,0,1
27.5,3000.0,35.0,19.0,3000.0,10000.0,2.0,1,10000.0,0,1
13.0,1500.0,30.0,8.0,3000.0,10000.0,1.0,1,10000.0,0,1
26.0,3000.0,43.0,8.0,1500.0,10000.0,1.0,0,10000.0,0,1
27.88888888888889,4077.777777777778,42.0,10.666666666666666,4000.0,27222.222222222223,9.0,0,40000.0,0,1
23.0,3000.0,43.0,13.2,4500.0,14000.0,5.0,0,20000.0,0,1
20.55555555555556,3422.222222222222,37.0,15.444444444444445,4500.0,14444.444444444443,9.0,0,30000.0,1,0
14.2,1950.0,35.0,13.2,4500.0,16000.0,5.0,0,30000.0,0,1
25.0,1500.0,35.0,21.0,3000.0,10000.0,1.0,1,10000.0,0,1
13.5,3000.0,42.0,14.0,3000.0,10000.0,2.0,1,10000.0,0,1
8.0,1500.0,39.0,11.0,1500.0,10000.0,1.0,0,10000.0,1,1
20.75,3000.0,34.0,14.75,4500.0,15000.0,4.0,0,20000.0,0,1
28.2,3600.0,42.0,9.2,4500.0,14000.0,5.0,0,20000.0,0,1
22.5,3000.0,29.0,14.5,3000.0,10000.0,2.0,1,10000.0,0,1
29.0,1500.0,40.0,0.0,3000.0,10000.0,1.0,1,10000.0,1,1
17.666666666666668,2883.333333333333,40.0,11.666666666666666,4500.0,13333.333333333334,6.0,0,20000.0,1,1
12.6,1500.0,31.0,20.4,1125.0,12000.0,5.0,0,15000.0,0,1
26.0,2250.0,47.0,10.0,4500.0,10000.0,2.0,0,20000.0,0,1
8.0,3000.0,39.0,23.0,3000.0,10000.0,1.0,1,10000.0,1,1
17.0,3000.0,35.0,12.0,4500.0,13333.333333333334,3.0,0,20000.0,0,0
31.2,3000.0,40.0,8.6,3000.0,12000.0,5.0,1,10000.0,1,0
22.625,2543.75,30.0,11.875,4500.0,15000.0,8.0,0,20000.0,0,1
10.0,3000.0,38.0,10.0,3000.0,10000.0,1.0,1,10000.0,1,1
26.0,3391.6666666666665,33.0,14.166666666666666,3000.0,16666.666666666668,6.0,1,10000.0,0,0
35.0,3000.0,36.0,19.5,3000.0,10000.0,2.0,1,10000.0,1,0
21.25,3375.0,43.0,15.0,4500.0,12500.0,4.0,0,20000.0,0,1
19.5,2250.0,34.0,10.0,3000.0,10000.0,2.0,1,10000.0,0,1
22.5,1500.0,33.0,11.0,1500.0,10000.0,2.0,0,10000.0,0,0
15.0,3000.0,47.0,15.0,3000.0,10000.0,1.0,1,10000.0,0,1
14.0,1500.0,42.0,4.0,1500.0,10000.0,1.0,0,10000.0,0,0
20.666666666666668,2625.0,44.0,15.333333333333334,4500.0,11666.666666666666,3.0,0,30000.0,0,0
32.0,3000.0,47.0,1.0,3000.0,10000.0,1.0,1,10000.0,0,1
20.454545454545453,2913.6363636363635,37.0,10.545454545454543,4500.0,16818.18181818182,11.0,0,30000.0,1,1
21.0,3000.0,45.0,14.0,3000.0,10000.0,1.0,1,10000.0,0,1
16.6,2867.5,43.0,12.2,4000.0,23300.0,11.0,0,40000.0,0,1
29.25,3175.0,39.0,11.0,2250.0,12500.0,5.0,0,10000.0,1,0
29.0,3000.0,31.0,8.0,3000.0,10000.0,1.0,1,10000.0,0,0
32.5,3000.0,36.0,7.0,2500.0,10000.0,2.0,0,10000.0,1,0
13.0,1500.0,33.0,17.0,1500.0,10000.0,1.0,0,10000.0,0,1
29.0,3000.0,36.0,9.0,3000.0,10000.0,1.0,1,10000.0,1,1
24.55555555555556,3166.6666666666665,44.0,13.22222222222222,4500.0,18888.88888888889,9.0,0,30000.0,0,1
19.0,3000.0,33.0,16.0,3000.0,10000.0,1.0,1,10000.0,0,1
20.785714285714285,3289.285714285714,46.0,10.857142857142858,4000.0,26428.571428571428,14.0,0,40000.0,0,1
28.8,3780.0,34.0,11.8,9000.0,19200.0,5.0,0,30000.0,0,1
19.647058823529413,3149.264705882353,28.0,14.294117647058824,5000.0,25588.235294117647,17.0,0,50000.0,0,0
21.0,3000.0,32.0,13.0,3000.0,10000.0,1.0,1,10000.0,0,1
15.666666666666666,3250.0,40.0,15.666666666666666,4500.0,15000.0,6.0,0,30000.0,1,1
19.181818181818183,3009.090909090909,40.0,11.636363636363637,4500.0,19090.90909090909,11.0,0,30000.0,1,1
12.0,1500.0,39.0,18.0,3000.0,10000.0,1.0,1,10000.0,1,1
31.0,3000.0,29.0,19.0,3000.0,10000.0,2.0,1,10000.0,0,1
22.5,3000.0,33.0,17.5,3000.0,10000.0,2.0,1,10000.0,0,0
19.0,1500.0,34.0,10.0,1500.0,10000.0,1.0,0,10000.0,0,1
28.0,3000.0,43.0,22.0,3000.0,10000.0,1.0,1,10000.0,0,1
33.63636363636363,4409.090909090909,34.0,13.272727272727272,8000.0,20909.090909090908,11.0,0,40000.0,0,1
24.666666666666668,3000.0,34.0,15.333333333333334,2250.0,10000.0,3.0,0,10000.0,0,1
42.0,3000.0,30.0,20.0,1500.0,10000.0,2.0,0,10000.0,0,1
32.9,4805.0,46.0,7.2,2500.0,29000.0,10.0,0,50000.0,0,1
29.0,3000.0,34.0,4.0,3000.0,10000.0,1.0,1,10000.0,0,1
2.0,1500.0,36.0,23.0,1500.0,10000.0,1.0,0,10000.0,1,1
24.666666666666668,2500.0,40.0,15.0,4500.0,10000.0,3.0,0,20000.0,1,1
35.0,2250.0,52.0,7.0,3000.0,10000.0,2.0,1,10000.0,0,0
29.0,3000.0,40.0,19.0,3000.0,10000.0,2.0,1,10000.0,1,1
29.0,3000.0,47.0,8.0,3000.0,10000.0,1.0,1,10000.0,0,0
21.2,1875.0,40.0,5.8,3375.0,10000.0,5.0,0,15000.0,1,1
27.0,3000.0,53.0,11.0,3000.0,10000.0,1.0,1,10000.0,0,1
32.0,4400.0,41.0,12.333333333333334,4500.0,18333.33333333333,6.0,0,30000.0,0,1
25.75,3000.0,34.0,17.5,4500.0,10000.0,4.0,0,20000.0,0,1
23.0,3000.0,34.0,13.5,3000.0,10000.0,2.0,1,10000.0,0,1
37.5,3000.0,29.0,10.5,3000.0,10000.0,3.0,1,10000.0,0,0
29.0,3000.0,41.0,15.0,3000.0,10000.0,1.0,1,10000.0,0,1
15.166666666666666,2166.6666666666665,45.0,11.333333333333334,4500.0,15000.0,6.0,0,30000.0,0,1
22.5,2625.0,44.0,18.75,3000.0,12500.0,4.0,1,10000.0,0,1
25.6,4960.0,58.0,12.3,8000.0,23000.0,10.0,0,40000.0,0,1
34.333333333333336,3000.0,51.0,12.666666666666666,3000.0,10000.0,3.0,1,10000.0,0,0
12.4,2250.0,47.0,13.4,4500.0,14000.0,5.0,0,20000.0,0,1
22.7,4548.75,34.0,10.5,5000.0,26000.0,10.0,0,50000.0,0,1
16.333333333333332,3561.111111111112,33.0,13.444444444444445,6000.0,26111.11111111111,9.0,0,30000.0,0,1
7.428571428571429,1685.7142857142858,29.0,11.714285714285714,3750.0,12142.857142857143,7.0,0,25000.0,0,1
16.0,2250.0,44.0,13.333333333333334,2250.0,13333.333333333334,3.0,0,20000.0,0,1
14.714285714285714,2771.414285714286,42.0,14.714285714285714,4500.0,20000.0,7.0,0,30000.0,0,1
29.5,3000.0,42.0,10.5,3000.0,10000.0,2.0,1,10000.0,0,1
35.888888888888886,5244.444444444444,32.0,11.22222222222222,9000.0,23333.33333333333,9.0,0,30000.0,0,1
24.666666666666668,2500.0,36.0,13.333333333333334,4500.0,10000.0,3.0,0,20000.0,1,0
27.4,2700.0,43.0,14.4,3000.0,10000.0,5.0,1,10000.0,0,1
20.55555555555556,2375.0,34.0,13.88888888888889,1500.0,12777.777777777776,9.0,0,15000.0,0,1
21.0,3720.0,35.0,10.2,4500.0,20000.0,5.0,0,30000.0,0,1
25.666666666666668,4908.333333333333,41.0,14.25,7500.0,25000.0,12.0,0,50000.0,0,1
28.0,3000.0,38.0,6.0,3000.0,10000.0,2.0,1,10000.0,1,1
23.6,3700.0,29.0,12.666666666666666,8000.0,20333.33333333333,16.0,0,40000.0,0,0
21.1,2245.0,34.0,10.5,4500.0,17000.0,11.0,0,30000.0,0,1
19.5,3000.0,38.0,17.0,3000.0,10000.0,2.0,1,10000.0,1,1
29.0,3000.0,37.0,8.666666666666666,3000.0,10000.0,3.0,1,10000.0,1,1
33.0,3000.0,34.0,16.0,3000.0,10000.0,2.0,1,10000.0,0,0
22.0,2750.0,31.0,13.666666666666666,4500.0,10000.0,6.0,0,20000.0,0,1
23.692307692307693,2578.846153846154,39.0,14.846153846153848,4500.0,20000.0,13.0,0,30000.0,1,1
13.0,3000.0,34.0,8.333333333333334,3000.0,10000.0,3.0,1,10000.0,0,0
30.0,3000.0,36.0,19.0,3000.0,10000.0,1.0,1,10000.0,1,1
19.0,2742.8571428571427,37.0,10.857142857142858,4500.0,17142.85714285714,7.0,0,30000.0,1,1
14.75,2250.0,39.0,12.0,4500.0,12500.0,4.0,0,20000.0,1,1
21.5,1800.0,29.0,14.0,3000.0,10000.0,10.0,1,10000.0,0,0
21.2,2560.0,31.0,5.8,2250.0,14000.0,5.0,0,20000.0,0,1
23.0,1500.0,27.0,12.0,3000.0,10000.0,1.0,1,10000.0,0,1
44.5,3000.0,40.0,10.0,3000.0,10000.0,2.0,1,10000.0,1,1
16.666666666666668,3000.0,43.0,8.333333333333334,4500.0,10000.0,3.0,0,20000.0,0,1
32.8,2700.0,49.0,14.6,3000.0,10000.0,5.0,1,10000.0,0,0
17.666666666666668,1500.0,52.0,14.166666666666666,1687.5,10000.0,6.0,0,15000.0,0,0
2.0,3000.0,28.0,10.0,3000.0,10000.0,1.0,1,10000.0,0,0
22.0,1500.0,27.0,19.0,1500.0,10000.0,1.0,0,10000.0,0,1
14.666666666666666,1500.0,35.0,2.6666666666666665,2250.0,10000.0,3.0,0,20000.0,0,1
29.0,3000.0,40.0,15.0,3000.0,10000.0,1.0,1,10000.0,1,1
30.125,2906.25,33.0,16.75,4500.0,10000.0,8.0,0,20000.0,0,1
36.0,1500.0,31.0,14.0,1500.0,10000.0,1.0,0,10000.0,0,0
12.75,1687.5,34.0,11.5,2250.0,12500.0,4.0,0,20000.0,0,1
30.0,3000.0,51.0,18.5,3000.0,10000.0,2.0,1,10000.0,0,0
36.8,4680.0,41.0,11.0,9000.0,20000.0,5.0,0,30000.0,0,1
13.428571428571429,1714.2857142857142,34.0,10.857142857142858,4500.0,12857.142857142857,7.0,0,20000.0,0,1
26.166666666666668,2500.0,37.0,12.0,1500.0,10000.0,6.0,0,10000.0,1,0
24.0,3000.0,38.0,18.0,1500.0,10000.0,1.0,0,10000.0,1,1
19.615384615384617,3353.8384615384616,34.0,15.307692307692308,4500.0,23076.92307692308,13.0,0,30000.0,0,1
5.5,1500.0,35.0,11.5,1500.0,10000.0,2.0,0,10000.0,0,1
34.6,3000.0,45.0,9.2,4500.0,12000.0,5.0,0,20000.0,0,1
31.5,3000.0,32.0,18.5,3000.0,10000.0,2.0,1,10000.0,0,0
13.0,1500.0,34.0,9.0,1500.0,10000.0,2.0,0,10000.0,0,1
26.0,3000.0,41.0,10.0,3000.0,10000.0,1.0,1,10000.0,0,1
13.5,2250.0,39.0,11.0,3000.0,10000.0,2.0,1,10000.0,1,1
16.181818181818183,3134.090909090909,31.0,14.090909090909092,4000.0,23636.36363636364,11.0,0,40000.0,0,1
30.0,3000.0,44.0,21.0,3000.0,10000.0,1.0,1,10000.0,0,0
32.5,3000.0,40.0,17.0,3000.0,10000.0,4.0,1,10000.0,1,1
8.0,3000.0,35.0,22.0,3000.0,10000.0,1.0,1,10000.0,0,1
9.0,1500.0,39.0,9.0,1500.0,10000.0,1.0,0,10000.0,1,1
20.5,2250.0,44.0,9.5,1500.0,10000.0,2.0,0,10000.0,0,1
12.285714285714286,2692.8571428571427,41.0,10.142857142857142,9000.0,17142.85714285714,7.0,0,30000.0,0,0
31.0,3000.0,36.0,16.0,3000.0,10000.0,1.0,1,10000.0,1,0
18.0,1500.0,32.0,17.0,3000.0,10000.0,1.0,1,10000.0,0,1
19.0,1500.0,33.0,13.0,3000.0,10000.0,1.0,1,10000.0,0,0
27.0,3000.0,38.0,12.0,3000.0,10000.0,1.0,1,10000.0,1,1
8.333333333333334,2000.0,45.0,19.666666666666668,4500.0,10000.0,3.0,0,20000.0,0,0
20.0,2110.0,32.0,6.4,2250.0,14000.0,5.0,0,20000.0,0,1
45.0,3000.0,36.0,17.0,3000.0,10000.0,1.0,1,10000.0,1,0
16.0,3000.0,40.0,19.0,3000.0,10000.0,1.0,1,10000.0,1,1
16.071428571428573,3007.1428571428573,46.0,10.928571428571429,4000.0,25714.28571428572,14.0,0,40000.0,0,1
16.6,1575.0,31.0,11.9,4500.0,10000.0,10.0,0,20000.0,0,1
30.0,3266.6666666666665,30.0,7.0,3000.0,13333.333333333334,3.0,1,10000.0,0,1
19.25,1500.0,32.0,13.0,1500.0,10000.0,4.0,0,10000.0,0,0
25.33333333333333,3911.1111111111113,34.0,15.0,4000.0,23333.33333333333,9.0,0,40000.0,0,1
3.72,1341.0,35.0,13.36,5400.0,13200.0,26.0,0,60000.0,0,1
44.0,3000.0,38.0,9.5,3000.0,10000.0,2.0,1,10000.0,1,0
38.5,3000.0,34.0,13.5,3000.0,10000.0,2.0,1,10000.0,0,1
19.545454545454547,3181.818181818182,39.0,13.818181818181818,4000.0,25454.545454545456,11.0,0,40000.0,1,1
16.5,1500.0,36.0,8.0,1500.0,10000.0,2.0,0,10000.0,1,0
25.0,2787.5,40.0,14.25,2250.0,12500.0,4.0,0,20000.0,1,0
25.8,3600.0,36.0,16.8,4500.0,14000.0,5.0,0,20000.0,1,1
30.0,3000.0,44.0,21.0,3000.0,10000.0,1.0,1,10000.0,0,0
23.571428571428573,3242.8571428571427,32.0,16.857142857142858,2250.0,14285.714285714286,7.0,0,15000.0,0,1
23.0,3526.923076923077,32.0,12.0,4000.0,28461.53846153846,13.0,0,40000.0,0,1
14.5,1241.6666666666667,43.0,10.666666666666666,750.0,10000.0,6.0,0,10000.0,0,1
27.0,3600.0,32.0,18.2,4500.0,14000.0,5.0,0,20000.0,0,1
31.0,3000.0,30.0,4.0,3000.0,10000.0,1.0,1,10000.0,0,1
15.0,1500.0,36.0,11.5,1125.0,10000.0,2.0,0,10000.0,1,1
20.8125,3406.25,47.0,13.9375,2500.0,29375.0,16.0,0,50000.0,0,1
25.0,1500.0,49.0,12.0,3000.0,10000.0,1.0,1,10000.0,0,1
26.7,4600.0,37.0,14.2,4000.0,26000.0,10.0,0,40000.0,1,1
29.0,3000.0,39.0,0.0,3000.0,10000.0,1.0,1,10000.0,1,0
13.0,1500.0,45.0,16.0,3000.0,10000.0,1.0,1,10000.0,0,1
