loanamount,interest,avg_loanamount,avg_paym_span_hrs,avg_active_span_days,avg_interest,max_loannumber,age,interest_interval_3000,interest_interval_mas de 3000,interest_interval_menos de 3000,bank_name_clients_Multinational Banks,termdays_Other,age_interval_26-35,age_interval_36-40,age_interval_41-61,state_Other,loan_interval_mas de 10000,loannumber_0-4,cluster
10000.0,1500.0,10000.0,9.333333333333334,28.666666666666668,2000.0,4.0,32.0,0,0,1,1,1,1,0,0,1,0,0,0
10000.0,3000.0,10000.0,9.0,22.0,3000.0,1.0,38.0,1,0,0,0,0,0,1,0,0,0,1,0
10000.0,3000.0,10000.0,8.0,11.0,3000.0,1.0,44.0,1,0,0,0,0,0,0,1,1,0,1,0
10000.0,1500.0,10000.0,7.0,14.0,1500.0,1.0,39.0,0,0,1,1,1,0,1,0,0,0,1,0
10000.0,1500.0,10000.0,18.5,9.0,1500.0,2.0,45.0,0,0,1,0,1,0,0,1,0,0,1,0
10000.0,3000.0,10000.0,15.0,27.0,3000.0,1.0,39.0,1,0,0,1,0,0,1,0,0,0,1,0
20000.0,4500.0,10000.0,14.0,21.0,3000.0,2.0,34.0,0,1,0,0,0,1,0,0,1,1,1,0
40000.0,4000.0,26000.0,14.0,18.2,3275.0,10.0,44.0,0,1,0,1,0,0,0,1,0,1,0,1
30000.0,4500.0,13750.0,13.125,27.25,2825.0,8.0,36.0,0,1,0,1,0,0,1,0,0,1,0,1
10000.0,1500.0,10000.0,14.333333333333334,13.833333333333334,1312.5,6.0,49.0,0,0,1,0,0,0,0,1,0,0,0,0
20000.0,4500.0,12500.0,9.75,27.25,3375.0,4.0,31.0,0,1,0,1,0,1,0,0,0,1,0,0
50000.0,2500.0,30000.0,10.0,20.5,3742.857142857143,14.0,41.0,0,0,1,1,0,0,0,1,0,1,0,1
10000.0,1500.0,10000.0,20.0,32.0,3000.0,1.0,29.0,0,0,1,1,1,1,0,0,0,0,1,0
20000.0,4500.0,12500.0,12.5,5.0,1593.75,4.0,42.0,0,1,0,1,0,0,0,1,0,1,0,0
10000.0,3000.0,10000.0,14.5,26.5,3000.0,2.0,39.0,1,0,0,1,0,0,1,0,0,0,1,0
10000.0,1500.0,10000.0,14.0,0.0,1500.0,1.0,32.0,0,0,1,1,1,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,7.0,15.0,3000.0,1.0,37.0,1,0,0,1,0,0,1,0,1,0,1,0
30000.0,4500.0,16428.571428571428,13.571428571428571,21.285714285714285,2769.6428571428573,8.0,34.0,0,1,0,1,0,1,0,0,1,1,0,1
40000.0,8000.0,22500.0,9.8,25.9,3543.75,10.0,40.0,0,1,0,0,1,0,1,0,0,1,0,1
10000.0,3000.0,10000.0,20.0,30.0,3000.0,1.0,32.0,1,0,0,1,0,1,0,0,0,0,1,0
10000.0,1500.0,10000.0,14.0,24.0,3000.0,1.0,28.0,0,0,1,1,1,1,0,0,1,0,1,0
30000.0,4500.0,18750.0,9.875,18.625,2918.75,8.0,36.0,0,1,0,1,0,0,1,0,1,1,0,1
40000.0,8000.0,21000.0,11.6,20.4,2990.0,10.0,44.0,0,1,0,1,1,0,0,1,1,1,0,1
10000.0,3000.0,10000.0,16.0,31.5,3000.0,2.0,37.0,1,0,0,1,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,8.0,19.5,3000.0,2.0,36.0,1,0,0,1,0,0,1,0,1,0,1,0
20000.0,3000.0,15000.0,18.75,25.25,3750.0,4.0,37.0,1,0,0,0,0,0,1,0,1,1,0,0
20000.0,2250.0,12857.142857142857,14.285714285714286,17.714285714285715,2142.8571428571427,7.0,27.0,0,0,1,1,1,1,0,0,1,1,0,0
10000.0,3000.0,10000.0,16.0,15.0,3000.0,1.0,34.0,1,0,0,1,0,1,0,0,1,0,1,0
30000.0,4500.0,20000.0,14.555555555555555,14.77777777777778,3377.777777777778,9.0,33.0,0,1,0,1,0,1,0,0,0,1,0,1
20000.0,4500.0,10000.0,9.0,24.5,3000.0,2.0,56.0,0,1,0,0,0,0,0,1,0,1,1,0
30000.0,9000.0,18750.0,15.125,30.125,3937.5,9.0,41.0,0,1,0,0,1,0,0,1,0,1,0,1
20000.0,4500.0,10000.0,10.0,21.666666666666668,3000.0,3.0,40.0,0,1,0,0,0,0,1,0,0,1,1,0
10000.0,3000.0,10000.0,7.0,10.0,1500.0,1.0,38.0,1,0,0,0,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,8.0,28.0,3000.0,2.0,44.0,1,0,0,1,0,0,0,1,1,0,1,0
30000.0,9000.0,20000.0,12.625,31.875,3921.875,8.0,47.0,0,1,0,1,1,0,0,1,1,1,0,1
10000.0,3000.0,10000.0,10.0,18.0,3000.0,1.0,48.0,1,0,0,1,0,0,0,1,1,0,1,0
30000.0,4500.0,21666.666666666668,11.333333333333334,26.666666666666668,3616.6666666666665,6.0,48.0,0,1,0,1,0,0,0,1,1,1,0,1
40000.0,4000.0,25384.615384615383,14.538461538461538,17.384615384615383,3646.153846153846,13.0,28.0,0,1,0,1,0,1,0,0,1,1,0,1
30000.0,4500.0,20833.33333333333,11.833333333333334,27.666666666666668,3758.3333333333335,6.0,32.0,0,1,0,1,0,1,0,0,1,1,0,1
10000.0,3000.0,11875.0,15.25,11.125,2184.375,9.0,41.0,1,0,0,1,0,0,0,1,1,0,0,0
10000.0,3000.0,10000.0,8.5,33.0,3000.0,2.0,38.0,1,0,0,1,0,0,1,0,0,0,1,0
20000.0,4500.0,12500.0,14.25,29.25,3375.0,4.0,39.0,0,1,0,1,0,0,1,0,0,1,0,0
10000.0,1500.0,10000.0,9.0,5.0,1500.0,1.0,39.0,0,0,1,1,1,0,1,0,0,0,1,0
40000.0,4000.0,26363.636363636364,11.090909090909092,30.63636363636364,4736.363636363636,11.0,40.0,0,1,0,1,0,0,1,0,0,1,0,1
30000.0,9000.0,14000.0,13.0,22.2,3000.0,5.0,36.0,0,1,0,1,1,0,1,0,1,1,0,1
10000.0,1500.0,10000.0,15.5,12.5,1500.0,2.0,32.0,0,0,1,0,1,1,0,0,0,0,1,0
30000.0,4500.0,16250.0,14.5,17.125,2112.5,8.0,43.0,0,1,0,1,0,0,0,1,1,1,0,1
10000.0,1500.0,10000.0,21.5,15.0,1500.0,2.0,35.0,0,0,1,1,1,1,0,0,0,0,1,0
10000.0,1500.0,10000.0,20.0,19.0,1500.0,1.0,34.0,0,0,1,0,1,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,13.0,25.0,3000.0,1.0,32.0,1,0,0,1,0,1,0,0,0,0,1,0
40000.0,4000.0,23750.0,14.5,10.916666666666666,2972.9166666666665,12.0,47.0,0,1,0,1,0,0,0,1,1,1,0,1
10000.0,3000.0,10000.0,14.0,24.0,3000.0,2.0,38.0,1,0,0,1,0,0,1,0,0,0,1,0
10000.0,3000.0,10000.0,21.0,30.0,3000.0,1.0,44.0,1,0,0,0,0,0,0,1,0,0,1,0
10000.0,3000.0,10000.0,17.0,7.0,3000.0,1.0,37.0,1,0,0,1,0,0,1,0,1,0,1,0
30000.0,4500.0,17142.85714285714,12.285714285714286,27.857142857142858,3442.8571428571427,7.0,34.0,0,1,0,0,0,1,0,0,1,1,0,1
15000.0,3375.0,10000.0,12.0,28.0,3000.0,3.0,41.0,0,1,0,1,0,0,0,1,1,1,1,0
10000.0,3000.0,10000.0,19.0,21.0,3000.0,1.0,48.0,1,0,0,0,0,0,0,1,0,0,1,0
40000.0,4000.0,25000.0,11.8,20.4,3600.0,10.0,45.0,0,1,0,0,0,0,0,1,1,1,0,1
30000.0,4500.0,20000.0,14.428571428571429,14.428571428571429,2578.5714285714284,8.0,41.0,0,1,0,1,0,0,0,1,0,1,0,1
10000.0,3000.0,10000.0,16.0,15.0,1500.0,1.0,44.0,1,0,0,1,0,0,0,1,0,0,1,0
40000.0,8000.0,24615.384615384617,13.846153846153848,27.0,4776.923076923077,13.0,40.0,0,1,0,0,1,0,1,0,0,1,0,1
10000.0,3000.0,10000.0,12.0,32.0,3000.0,2.0,32.0,1,0,0,1,0,1,0,0,0,0,1,0
10000.0,1500.0,10000.0,14.0,20.0,3000.0,1.0,41.0,0,0,1,0,1,0,0,1,1,0,1,0
10000.0,3000.0,10000.0,10.0,13.0,1500.0,1.0,32.0,1,0,0,1,0,1,0,0,1,0,1,0
40000.0,8000.0,25000.0,6.25,37.5,5437.5,8.0,40.0,0,1,0,0,1,0,1,0,1,1,0,1
20000.0,2250.0,15000.0,12.25,27.5,3750.0,4.0,29.0,0,0,1,1,1,1,0,0,1,1,0,0
10000.0,1500.0,10000.0,13.0,12.0,1500.0,1.0,38.0,0,0,1,1,1,0,1,0,0,0,1,0
50000.0,2500.0,29333.33333333333,11.533333333333331,21.133333333333333,3290.0,15.0,40.0,0,0,1,0,0,0,1,0,1,1,0,1
20000.0,2250.0,10000.0,6.666666666666667,14.333333333333334,1500.0,3.0,42.0,0,0,1,1,1,0,0,1,0,1,1,0
10000.0,3000.0,8333.333333333334,10.666666666666666,37.0,2500.0,3.0,30.0,1,0,0,1,0,1,0,0,0,0,1,0
10000.0,3000.0,10000.0,11.0,26.0,3000.0,1.0,37.0,1,0,0,1,0,0,1,0,1,0,1,0
10000.0,1500.0,10000.0,15.428571428571429,21.857142857142858,1500.0,8.0,38.0,0,0,1,0,1,0,1,0,1,0,0,0
10000.0,1500.0,10000.0,14.0,13.0,1500.0,1.0,157000.0,0,0,1,1,1,0,0,1,1,0,1,0
10000.0,3000.0,10000.0,19.0,27.5,3000.0,2.0,35.0,1,0,0,1,0,1,0,0,0,0,1,0
10000.0,3000.0,10000.0,8.0,13.0,1500.0,1.0,30.0,1,0,0,1,0,1,0,0,1,0,1,0
10000.0,1500.0,10000.0,8.0,26.0,3000.0,1.0,43.0,0,0,1,1,1,0,0,1,0,0,1,0
40000.0,4000.0,27222.222222222223,10.666666666666666,27.88888888888889,4077.777777777778,9.0,42.0,0,1,0,0,0,0,0,1,1,1,0,1
20000.0,4500.0,14000.0,13.2,23.0,3000.0,5.0,43.0,0,1,0,1,0,0,0,1,1,1,0,0
30000.0,4500.0,14444.444444444443,15.444444444444445,20.55555555555556,3422.222222222222,9.0,37.0,0,1,0,1,0,0,1,0,1,1,0,1
30000.0,4500.0,16000.0,13.2,14.2,1950.0,5.0,35.0,0,1,0,0,0,1,0,0,1,1,0,1
10000.0,3000.0,10000.0,21.0,25.0,1500.0,1.0,35.0,1,0,0,1,0,1,0,0,0,0,1,0
10000.0,3000.0,10000.0,14.0,13.5,3000.0,2.0,42.0,1,0,0,1,0,0,0,1,0,0,1,0
10000.0,1500.0,10000.0,11.0,8.0,1500.0,1.0,39.0,0,0,1,0,1,0,1,0,1,0,1,0
20000.0,4500.0,15000.0,14.75,20.75,3000.0,4.0,34.0,0,1,0,1,0,1,0,0,1,1,0,0
20000.0,4500.0,14000.0,9.2,28.2,3600.0,5.0,42.0,0,1,0,1,0,0,0,1,0,1,0,0
10000.0,3000.0,10000.0,14.5,22.5,3000.0,2.0,29.0,1,0,0,1,0,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,0.0,29.0,1500.0,1.0,40.0,1,0,0,1,0,0,1,0,0,0,1,0
20000.0,4500.0,13333.333333333334,11.666666666666666,17.666666666666668,2883.333333333333,6.0,40.0,0,1,0,1,0,0,1,0,0,1,0,0
15000.0,1125.0,12000.0,20.4,12.6,1500.0,5.0,31.0,0,0,1,0,1,1,0,0,0,1,0,0
20000.0,4500.0,10000.0,10.0,26.0,2250.0,2.0,47.0,0,1,0,1,0,0,0,1,1,1,1,0
10000.0,3000.0,10000.0,23.0,8.0,3000.0,1.0,39.0,1,0,0,1,0,0,1,0,1,0,1,0
20000.0,4500.0,13333.333333333334,12.0,17.0,3000.0,3.0,35.0,0,1,0,1,0,1,0,0,1,1,1,0
10000.0,3000.0,12000.0,8.6,31.2,3000.0,5.0,40.0,1,0,0,0,0,0,1,0,0,0,0,0
20000.0,4500.0,15000.0,11.875,22.625,2543.75,8.0,30.0,0,1,0,1,0,1,0,0,1,1,0,0
10000.0,3000.0,10000.0,10.0,10.0,3000.0,1.0,38.0,1,0,0,1,0,0,1,0,1,0,1,0
10000.0,3000.0,16666.666666666668,14.166666666666666,26.0,3391.6666666666665,6.0,33.0,1,0,0,1,0,1,0,0,1,0,0,0
10000.0,3000.0,10000.0,19.5,35.0,3000.0,2.0,36.0,1,0,0,0,0,0,1,0,1,0,1,0
20000.0,4500.0,12500.0,15.0,21.25,3375.0,4.0,43.0,0,1,0,1,0,0,0,1,1,1,0,0
10000.0,3000.0,10000.0,10.0,19.5,2250.0,2.0,34.0,1,0,0,1,0,1,0,0,1,0,1,0
10000.0,1500.0,10000.0,11.0,22.5,1500.0,2.0,33.0,0,0,1,1,1,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,15.0,15.0,3000.0,1.0,47.0,1,0,0,1,0,0,0,1,1,0,1,0
10000.0,1500.0,10000.0,4.0,14.0,1500.0,1.0,42.0,0,0,1,0,1,0,0,1,1,0,1,0
30000.0,4500.0,11666.666666666666,15.333333333333334,20.666666666666668,2625.0,3.0,44.0,0,1,0,0,0,0,0,1,1,1,1,1
10000.0,3000.0,10000.0,1.0,32.0,3000.0,1.0,47.0,1,0,0,1,0,0,0,1,0,0,1,0
30000.0,4500.0,16818.18181818182,10.545454545454543,20.454545454545453,2913.6363636363635,11.0,37.0,0,1,0,1,0,0,1,0,1,1,0,1
10000.0,3000.0,10000.0,14.0,21.0,3000.0,1.0,45.0,1,0,0,1,0,0,0,1,0,0,1,0
40000.0,4000.0,23300.0,12.2,16.6,2867.5,11.0,43.0,0,1,0,1,0,0,0,1,1,1,0,1
10000.0,2250.0,12500.0,11.0,29.25,3175.0,5.0,39.0,0,0,1,0,0,0,1,0,1,0,0,0
10000.0,3000.0,10000.0,8.0,29.0,3000.0,1.0,31.0,1,0,0,0,0,1,0,0,0,0,1,0
10000.0,2500.0,10000.0,7.0,32.5,3000.0,2.0,36.0,0,0,1,1,0,0,1,0,1,0,1,0
10000.0,1500.0,10000.0,17.0,13.0,1500.0,1.0,33.0,0,0,1,1,1,1,0,0,0,0,1,0
10000.0,3000.0,10000.0,9.0,29.0,3000.0,1.0,36.0,1,0,0,0,0,0,1,0,0,0,1,0
30000.0,4500.0,18888.88888888889,13.22222222222222,24.55555555555556,3166.6666666666665,9.0,44.0,0,1,0,1,0,0,0,1,1,1,0,1
10000.0,3000.0,10000.0,16.0,19.0,3000.0,1.0,33.0,1,0,0,0,0,1,0,0,1,0,1,0
40000.0,4000.0,26428.571428571428,10.857142857142858,20.785714285714285,3289.285714285714,14.0,46.0,0,1,0,1,0,0,0,1,0,1,0,1
30000.0,9000.0,19200.0,11.8,28.8,3780.0,5.0,34.0,0,1,0,1,1,1,0,0,1,1,0,1
50000.0,5000.0,25588.235294117647,14.294117647058824,19.647058823529413,3149.264705882353,17.0,28.0,0,1,0,0,1,1,0,0,1,1,0,1
10000.0,3000.0,10000.0,13.0,21.0,3000.0,1.0,32.0,1,0,0,1,0,1,0,0,1,0,1,0
30000.0,4500.0,15000.0,15.666666666666666,15.666666666666666,3250.0,6.0,40.0,0,1,0,1,0,0,1,0,1,1,0,1
30000.0,4500.0,19090.90909090909,11.636363636363637,19.181818181818183,3009.090909090909,11.0,40.0,0,1,0,1,0,0,1,0,1,1,0,1
10000.0,3000.0,10000.0,18.0,12.0,1500.0,1.0,39.0,1,0,0,1,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,19.0,31.0,3000.0,2.0,29.0,1,0,0,0,0,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,17.5,22.5,3000.0,2.0,33.0,1,0,0,1,0,1,0,0,1,0,1,0
10000.0,1500.0,10000.0,10.0,19.0,1500.0,1.0,34.0,0,0,1,0,1,1,0,0,0,0,1,0
10000.0,3000.0,10000.0,22.0,28.0,3000.0,1.0,43.0,1,0,0,1,0,0,0,1,0,0,1,0
40000.0,8000.0,20909.090909090908,13.272727272727272,33.63636363636363,4409.090909090909,11.0,34.0,0,1,0,1,1,1,0,0,0,1,0,1
10000.0,2250.0,10000.0,15.333333333333334,24.666666666666668,3000.0,3.0,34.0,0,0,1,1,0,1,0,0,1,0,1,0
10000.0,1500.0,10000.0,20.0,42.0,3000.0,2.0,30.0,0,0,1,0,1,1,0,0,0,0,1,0
50000.0,2500.0,29000.0,7.2,32.9,4805.0,10.0,46.0,0,0,1,1,0,0,0,1,1,1,0,1
10000.0,3000.0,10000.0,4.0,29.0,3000.0,1.0,34.0,1,0,0,1,0,1,0,0,1,0,1,0
10000.0,1500.0,10000.0,23.0,2.0,1500.0,1.0,36.0,0,0,1,0,1,0,1,0,1,0,1,0
20000.0,4500.0,10000.0,15.0,24.666666666666668,2500.0,3.0,40.0,0,1,0,0,0,0,1,0,0,1,1,0
10000.0,3000.0,10000.0,7.0,35.0,2250.0,2.0,52.0,1,0,0,1,0,0,0,1,0,0,1,0
10000.0,3000.0,10000.0,19.0,29.0,3000.0,2.0,40.0,1,0,0,0,0,0,1,0,1,0,1,0
10000.0,3000.0,10000.0,8.0,29.0,3000.0,1.0,47.0,1,0,0,1,0,0,0,1,1,0,1,0
15000.0,3375.0,10000.0,5.8,21.2,1875.0,5.0,40.0,0,1,0,1,0,0,1,0,1,1,0,0
10000.0,3000.0,10000.0,11.0,27.0,3000.0,1.0,53.0,1,0,0,0,0,0,0,1,1,0,1,0
30000.0,4500.0,18333.33333333333,12.333333333333334,32.0,4400.0,6.0,41.0,0,1,0,1,0,0,0,1,1,1,0,1
20000.0,4500.0,10000.0,17.5,25.75,3000.0,4.0,34.0,0,1,0,1,0,1,0,0,1,1,0,0
10000.0,3000.0,10000.0,13.5,23.0,3000.0,2.0,34.0,1,0,0,0,0,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,10.5,37.5,3000.0,3.0,29.0,1,0,0,0,0,1,0,0,1,0,1,0
10000.0,3000.0,10000.0,15.0,29.0,3000.0,1.0,41.0,1,0,0,0,0,0,0,1,1,0,1,0
30000.0,4500.0,15000.0,11.333333333333334,15.166666666666666,2166.6666666666665,6.0,45.0,0,1,0,1,0,0,0,1,1,1,0,1
10000.0,3000.0,12500.0,18.75,22.5,2625.0,4.0,44.0,1,0,0,1,0,0,0,1,1,0,0,0
40000.0,8000.0,23000.0,12.3,25.6,4960.0,10.0,58.0,0,1,0,1,1,0,0,1,1,1,0,1
10000.0,3000.0,10000.0,12.666666666666666,34.333333333333336,3000.0,3.0,51.0,1,0,0,1,0,0,0,1,0,0,1,0
