avg_active_span_days,avg_interest,termdays_Other,interest_interval_menos de 3000,max_loannumber,loanamount,age,interest_interval_3000,loannumber_0-4,avg_paym_span_hrs,avg_loanamount
20.8,2330.0,1,1,10.0,20000.0,35.0,0,0,9.3,13000.0
24.666666666666668,3000.0,0,1,3.0,10000.0,31.0,0,1,12.333333333333334,10000.0
32.5,3650.0,1,0,6.0,30000.0,28.0,0,0,12.5,16666.666666666668
27.75,3309.375,1,0,8.0,30000.0,29.0,0,0,10.25,15625.0
24.33333333333333,2833.333333333333,0,1,3.0,10000.0,42.0,0,1,18.33333333333333,13333.333333333334
16.25,2062.5,1,1,4.0,20000.0,30.0,0,0,12.25,12500.0
10.0,3000.0,0,0,2.0,10000.0,41.0,1,1,13.0,10000.0
28.5,3000.0,0,0,2.0,20000.0,39.0,0,1,20.5,10000.0
20.25,3481.25,1,0,8.0,40000.0,36.0,0,0,9.125,18750.0
29.33333333333333,3000.0,0,0,3.0,10000.0,47.0,1,1,9.666666666666666,10000.0
18.066666666666663,4293.333333333333,0,0,15.0,40000.0,45.0,0,0,13.266666666666667,30666.666666666668
11.5,1500.0,1,1,2.0,10000.0,40.0,0,1,17.0,10000.0
20.90909090909091,2954.5454545454545,0,0,11.0,40000.0,32.0,0,0,11.0,20000.0
9.666666666666666,2500.0,1,1,3.0,10000.0,37.0,0,1,14.0,10000.0
14.5,3000.0,0,0,2.0,10000.0,37.0,1,1,14.5,10000.0
50.0,3000.0,0,0,1.0,10000.0,39.0,1,1,19.0,10000.0
36.0,3000.0,0,1,1.0,10000.0,36.0,0,1,19.0,10000.0
29.0,3000.0,0,0,1.0,10000.0,29.0,1,1,6.0,10000.0
23.0,3000.0,0,0,1.0,10000.0,31.0,1,1,9.0,10000.0
31.0,3000.0,0,0,1.0,10000.0,33.0,1,1,4.0,10000.0
9.0,1500.0,0,0,1.0,10000.0,35.0,1,1,10.0,10000.0
13.5,2625.0,0,0,4.0,20000.0,35.0,0,0,14.0,12500.0
14.0,1500.0,1,1,1.0,10000.0,29.0,0,1,15.0,10000.0
27.5,3000.0,0,0,2.0,10000.0,46.0,1,1,14.5,10000.0
19.77777777777778,3216.6666666666665,0,0,9.0,30000.0,27.0,1,0,11.11111111111111,18333.33333333333
32.3,2630.0,0,0,12.0,20000.0,34.0,0,0,11.4,11000.0
22.0,3000.0,0,0,1.0,10000.0,42.0,1,1,10.0,10000.0
19.33333333333333,1500.0,1,1,3.0,10000.0,43.0,0,1,13.333333333333334,10000.0
19.5,2508.333333333333,0,0,6.0,30000.0,54.0,0,0,0.8333333333333334,15000.0
27.75,3375.0,0,0,4.0,20000.0,41.0,0,0,12.5,12500.0
15.666666666666666,2000.0,1,1,3.0,15000.0,37.0,0,1,21.0,10000.0
27.33333333333333,2500.0,0,0,3.0,10000.0,41.0,1,1,13.666666666666666,10000.0
25.0,3000.0,0,1,1.0,10000.0,31.0,0,1,5.0,10000.0
24.857142857142858,3442.8571428571427,0,0,7.0,30000.0,30.0,0,0,13.571428571428571,14285.714285714286
15.0,1500.0,0,0,1.0,10000.0,49.0,1,1,17.0,10000.0
17.0,1500.0,0,0,1.0,10000.0,37.0,1,1,4.0,10000.0
20.25,2381.25,0,0,8.0,20000.0,28.0,0,0,13.875,11875.0
25.125,3237.5,0,0,8.0,30000.0,34.0,0,0,10.125,21250.0
28.666666666666668,2000.0,1,1,4.0,10000.0,32.0,0,0,9.333333333333334,10000.0
22.0,3000.0,0,0,1.0,10000.0,38.0,1,1,9.0,10000.0
11.0,3000.0,0,0,1.0,10000.0,44.0,1,1,8.0,10000.0
14.0,1500.0,1,1,1.0,10000.0,39.0,0,1,7.0,10000.0
9.0,1500.0,1,1,2.0,10000.0,45.0,0,1,18.5,10000.0
27.0,3000.0,0,0,1.0,10000.0,39.0,1,1,15.0,10000.0
21.0,3000.0,0,0,2.0,20000.0,34.0,0,1,14.0,10000.0
18.2,3275.0,0,0,10.0,40000.0,44.0,0,0,14.0,26000.0
27.25,2825.0,0,0,8.0,30000.0,36.0,0,0,13.125,13750.0
13.833333333333334,1312.5,0,1,6.0,10000.0,49.0,0,0,14.333333333333334,10000.0
27.25,3375.0,0,0,4.0,20000.0,31.0,0,0,9.75,12500.0
20.5,3742.857142857143,0,1,14.0,50000.0,41.0,0,0,10.0,30000.0
32.0,3000.0,1,1,1.0,10000.0,29.0,0,1,20.0,10000.0
5.0,1593.75,0,0,4.0,20000.0,42.0,0,0,12.5,12500.0
26.5,3000.0,0,0,2.0,10000.0,39.0,1,1,14.5,10000.0
0.0,1500.0,1,1,1.0,10000.0,32.0,0,1,14.0,10000.0
15.0,3000.0,0,0,1.0,10000.0,37.0,1,1,7.0,10000.0
21.285714285714285,2769.6428571428573,0,0,8.0,30000.0,34.0,0,0,13.571428571428571,16428.571428571428
25.9,3543.75,1,0,10.0,40000.0,40.0,0,0,9.8,22500.0
30.0,3000.0,0,0,1.0,10000.0,32.0,1,1,20.0,10000.0
24.0,3000.0,1,1,1.0,10000.0,28.0,0,1,14.0,10000.0
18.625,2918.75,0,0,8.0,30000.0,36.0,0,0,9.875,18750.0
20.4,2990.0,1,0,10.0,40000.0,44.0,0,0,11.6,21000.0
31.5,3000.0,0,0,2.0,10000.0,37.0,1,1,16.0,10000.0
19.5,3000.0,0,0,2.0,10000.0,36.0,1,1,8.0,10000.0
25.25,3750.0,0,0,4.0,20000.0,37.0,1,0,18.75,15000.0
17.714285714285715,2142.8571428571427,1,1,7.0,20000.0,27.0,0,0,14.285714285714286,12857.142857142857
15.0,3000.0,0,0,1.0,10000.0,34.0,1,1,16.0,10000.0
14.77777777777778,3377.777777777778,0,0,9.0,30000.0,33.0,0,0,14.555555555555555,20000.0
24.5,3000.0,0,0,2.0,20000.0,56.0,0,1,9.0,10000.0
30.125,3937.5,1,0,9.0,30000.0,41.0,0,0,15.125,18750.0
21.666666666666668,3000.0,0,0,3.0,20000.0,40.0,0,1,10.0,10000.0
10.0,1500.0,0,0,1.0,10000.0,38.0,1,1,7.0,10000.0
28.0,3000.0,0,0,2.0,10000.0,44.0,1,1,8.0,10000.0
31.875,3921.875,1,0,8.0,30000.0,47.0,0,0,12.625,20000.0
18.0,3000.0,0,0,1.0,10000.0,48.0,1,1,10.0,10000.0
26.666666666666668,3616.6666666666665,0,0,6.0,30000.0,48.0,0,0,11.333333333333334,21666.666666666668
17.384615384615383,3646.153846153846,0,0,13.0,40000.0,28.0,0,0,14.538461538461538,25384.615384615383
27.666666666666668,3758.3333333333335,0,0,6.0,30000.0,32.0,0,0,11.833333333333334,20833.33333333333
11.125,2184.375,0,0,9.0,10000.0,41.0,1,0,15.25,11875.0
33.0,3000.0,0,0,2.0,10000.0,38.0,1,1,8.5,10000.0
29.25,3375.0,0,0,4.0,20000.0,39.0,0,0,14.25,12500.0
5.0,1500.0,1,1,1.0,10000.0,39.0,0,1,9.0,10000.0
30.63636363636364,4736.363636363636,0,0,11.0,40000.0,40.0,0,0,11.090909090909092,26363.636363636364
22.2,3000.0,1,0,5.0,30000.0,36.0,0,0,13.0,14000.0
12.5,1500.0,1,1,2.0,10000.0,32.0,0,1,15.5,10000.0
17.125,2112.5,0,0,8.0,30000.0,43.0,0,0,14.5,16250.0
15.0,1500.0,1,1,2.0,10000.0,35.0,0,1,21.5,10000.0
19.0,1500.0,1,1,1.0,10000.0,34.0,0,1,20.0,10000.0
25.0,3000.0,0,0,1.0,10000.0,32.0,1,1,13.0,10000.0
10.916666666666666,2972.9166666666665,0,0,12.0,40000.0,47.0,0,0,14.5,23750.0
24.0,3000.0,0,0,2.0,10000.0,38.0,1,1,14.0,10000.0
30.0,3000.0,0,0,1.0,10000.0,44.0,1,1,21.0,10000.0
7.0,3000.0,0,0,1.0,10000.0,37.0,1,1,17.0,10000.0
27.857142857142858,3442.8571428571427,0,0,7.0,30000.0,34.0,0,0,12.285714285714286,17142.85714285714
28.0,3000.0,0,0,3.0,15000.0,41.0,0,1,12.0,10000.0
21.0,3000.0,0,0,1.0,10000.0,48.0,1,1,19.0,10000.0
20.4,3600.0,0,0,10.0,40000.0,45.0,0,0,11.8,25000.0
14.428571428571429,2578.5714285714284,0,0,8.0,30000.0,41.0,0,0,14.428571428571429,20000.0
15.0,1500.0,0,0,1.0,10000.0,44.0,1,1,16.0,10000.0
27.0,4776.923076923077,1,0,13.0,40000.0,40.0,0,0,13.846153846153848,24615.384615384617
32.0,3000.0,0,0,2.0,10000.0,32.0,1,1,12.0,10000.0
20.0,3000.0,1,1,1.0,10000.0,41.0,0,1,14.0,10000.0
13.0,1500.0,0,0,1.0,10000.0,32.0,1,1,10.0,10000.0
37.5,5437.5,1,0,8.0,40000.0,40.0,0,0,6.25,25000.0
27.5,3750.0,1,1,4.0,20000.0,29.0,0,0,12.25,15000.0
12.0,1500.0,1,1,1.0,10000.0,38.0,0,1,13.0,10000.0
21.133333333333333,3290.0,0,1,15.0,50000.0,40.0,0,0,11.533333333333331,29333.33333333333
14.333333333333334,1500.0,1,1,3.0,20000.0,42.0,0,1,6.666666666666667,10000.0
37.0,2500.0,0,0,3.0,10000.0,30.0,1,1,10.666666666666666,8333.333333333334
26.0,3000.0,0,0,1.0,10000.0,37.0,1,1,11.0,10000.0
21.857142857142858,1500.0,1,1,8.0,10000.0,38.0,0,0,15.428571428571429,10000.0
13.0,1500.0,1,1,1.0,10000.0,157000.0,0,1,14.0,10000.0
27.5,3000.0,0,0,2.0,10000.0,35.0,1,1,19.0,10000.0
13.0,1500.0,0,0,1.0,10000.0,30.0,1,1,8.0,10000.0
26.0,3000.0,1,1,1.0,10000.0,43.0,0,1,8.0,10000.0
27.88888888888889,4077.777777777778,0,0,9.0,40000.0,42.0,0,0,10.666666666666666,27222.222222222223
23.0,3000.0,0,0,5.0,20000.0,43.0,0,0,13.2,14000.0
20.55555555555556,3422.222222222222,0,0,9.0,30000.0,37.0,0,0,15.444444444444445,14444.444444444443
14.2,1950.0,0,0,5.0,30000.0,35.0,0,0,13.2,16000.0
25.0,1500.0,0,0,1.0,10000.0,35.0,1,1,21.0,10000.0
13.5,3000.0,0,0,2.0,10000.0,42.0,1,1,14.0,10000.0
8.0,1500.0,1,1,1.0,10000.0,39.0,0,1,11.0,10000.0
20.75,3000.0,0,0,4.0,20000.0,34.0,0,0,14.75,15000.0
28.2,3600.0,0,0,5.0,20000.0,42.0,0,0,9.2,14000.0
22.5,3000.0,0,0,2.0,10000.0,29.0,1,1,14.5,10000.0
29.0,1500.0,0,0,1.0,10000.0,40.0,1,1,0.0,10000.0
17.666666666666668,2883.333333333333,0,0,6.0,20000.0,40.0,0,0,11.666666666666666,13333.333333333334
12.6,1500.0,1,1,5.0,15000.0,31.0,0,0,20.4,12000.0
26.0,2250.0,0,0,2.0,20000.0,47.0,0,1,10.0,10000.0
8.0,3000.0,0,0,1.0,10000.0,39.0,1,1,23.0,10000.0
17.0,3000.0,0,0,3.0,20000.0,35.0,0,1,12.0,13333.333333333334
31.2,3000.0,0,0,5.0,10000.0,40.0,1,0,8.6,12000.0
22.625,2543.75,0,0,8.0,20000.0,30.0,0,0,11.875,15000.0
10.0,3000.0,0,0,1.0,10000.0,38.0,1,1,10.0,10000.0
26.0,3391.6666666666665,0,0,6.0,10000.0,33.0,1,0,14.166666666666666,16666.666666666668
35.0,3000.0,0,0,2.0,10000.0,36.0,1,1,19.5,10000.0
21.25,3375.0,0,0,4.0,20000.0,43.0,0,0,15.0,12500.0
19.5,2250.0,0,0,2.0,10000.0,34.0,1,1,10.0,10000.0
22.5,1500.0,1,1,2.0,10000.0,33.0,0,1,11.0,10000.0
15.0,3000.0,0,0,1.0,10000.0,47.0,1,1,15.0,10000.0
14.0,1500.0,1,1,1.0,10000.0,42.0,0,1,4.0,10000.0
20.666666666666668,2625.0,0,0,3.0,30000.0,44.0,0,1,15.333333333333334,11666.666666666666
32.0,3000.0,0,0,1.0,10000.0,47.0,1,1,1.0,10000.0
20.454545454545453,2913.6363636363635,0,0,11.0,30000.0,37.0,0,0,10.545454545454543,16818.18181818182
21.0,3000.0,0,0,1.0,10000.0,45.0,1,1,14.0,10000.0
16.6,2867.5,0,0,11.0,40000.0,43.0,0,0,12.2,23300.0
29.25,3175.0,0,1,5.0,10000.0,39.0,0,0,11.0,12500.0
29.0,3000.0,0,0,1.0,10000.0,31.0,1,1,8.0,10000.0
32.5,3000.0,0,1,2.0,10000.0,36.0,0,1,7.0,10000.0
13.0,1500.0,1,1,1.0,10000.0,33.0,0,1,17.0,10000.0
29.0,3000.0,0,0,1.0,10000.0,36.0,1,1,9.0,10000.0
24.55555555555556,3166.6666666666665,0,0,9.0,30000.0,44.0,0,0,13.22222222222222,18888.88888888889
19.0,3000.0,0,0,1.0,10000.0,33.0,1,1,16.0,10000.0
20.785714285714285,3289.285714285714,0,0,14.0,40000.0,46.0,0,0,10.857142857142858,26428.571428571428
28.8,3780.0,1,0,5.0,30000.0,34.0,0,0,11.8,19200.0
19.647058823529413,3149.264705882353,1,0,17.0,50000.0,28.0,0,0,14.294117647058824,25588.235294117647
21.0,3000.0,0,0,1.0,10000.0,32.0,1,1,13.0,10000.0
15.666666666666666,3250.0,0,0,6.0,30000.0,40.0,0,0,15.666666666666666,15000.0
19.181818181818183,3009.090909090909,0,0,11.0,30000.0,40.0,0,0,11.636363636363637,19090.90909090909
12.0,1500.0,0,0,1.0,10000.0,39.0,1,1,18.0,10000.0
31.0,3000.0,0,0,2.0,10000.0,29.0,1,1,19.0,10000.0
22.5,3000.0,0,0,2.0,10000.0,33.0,1,1,17.5,10000.0
19.0,1500.0,1,1,1.0,10000.0,34.0,0,1,10.0,10000.0
28.0,3000.0,0,0,1.0,10000.0,43.0,1,1,22.0,10000.0
33.63636363636363,4409.090909090909,1,0,11.0,40000.0,34.0,0,0,13.272727272727272,20909.090909090908
24.666666666666668,3000.0,0,1,3.0,10000.0,34.0,0,1,15.333333333333334,10000.0
42.0,3000.0,1,1,2.0,10000.0,30.0,0,1,20.0,10000.0
32.9,4805.0,0,1,10.0,50000.0,46.0,0,0,7.2,29000.0
29.0,3000.0,0,0,1.0,10000.0,34.0,1,1,4.0,10000.0
2.0,1500.0,1,1,1.0,10000.0,36.0,0,1,23.0,10000.0
24.666666666666668,2500.0,0,0,3.0,20000.0,40.0,0,1,15.0,10000.0
35.0,2250.0,0,0,2.0,10000.0,52.0,1,1,7.0,10000.0
29.0,3000.0,0,0,2.0,10000.0,40.0,1,1,19.0,10000.0
29.0,3000.0,0,0,1.0,10000.0,47.0,1,1,8.0,10000.0
21.2,1875.0,0,0,5.0,15000.0,40.0,0,0,5.8,10000.0
27.0,3000.0,0,0,1.0,10000.0,53.0,1,1,11.0,10000.0
32.0,4400.0,0,0,6.0,30000.0,41.0,0,0,12.333333333333334,18333.33333333333
25.75,3000.0,0,0,4.0,20000.0,34.0,0,0,17.5,10000.0
23.0,3000.0,0,0,2.0,10000.0,34.0,1,1,13.5,10000.0
37.5,3000.0,0,0,3.0,10000.0,29.0,1,1,10.5,10000.0
29.0,3000.0,0,0,1.0,10000.0,41.0,1,1,15.0,10000.0
15.166666666666666,2166.6666666666665,0,0,6.0,30000.0,45.0,0,0,11.333333333333334,15000.0
22.5,2625.0,0,0,4.0,10000.0,44.0,1,0,18.75,12500.0
25.6,4960.0,1,0,10.0,40000.0,58.0,0,0,12.3,23000.0
34.333333333333336,3000.0,0,0,3.0,10000.0,51.0,1,1,12.666666666666666,10000.0
12.4,2250.0,0,0,5.0,20000.0,47.0,0,0,13.4,14000.0
22.7,4548.75,1,0,10.0,50000.0,34.0,0,0,10.5,26000.0
16.333333333333332,3561.111111111112,1,0,9.0,30000.0,33.0,0,0,13.444444444444445,26111.11111111111
7.428571428571429,1685.7142857142858,0,0,7.0,25000.0,29.0,0,0,11.714285714285714,12142.857142857143
16.0,2250.0,1,1,3.0,20000.0,44.0,0,1,13.333333333333334,13333.333333333334
14.714285714285714,2771.414285714286,0,0,7.0,30000.0,42.0,0,0,14.714285714285714,20000.0
29.5,3000.0,0,0,2.0,10000.0,42.0,1,1,10.5,10000.0
35.888888888888886,5244.444444444444,1,0,9.0,30000.0,32.0,0,0,11.22222222222222,23333.33333333333
24.666666666666668,2500.0,0,0,3.0,20000.0,36.0,0,1,13.333333333333334,10000.0
27.4,2700.0,0,0,5.0,10000.0,43.0,1,0,14.4,10000.0
20.55555555555556,2375.0,0,1,9.0,15000.0,34.0,0,0,13.88888888888889,12777.777777777776
21.0,3720.0,0,0,5.0,30000.0,35.0,0,0,10.2,20000.0
25.666666666666668,4908.333333333333,1,0,12.0,50000.0,41.0,0,0,14.25,25000.0
28.0,3000.0,0,0,2.0,10000.0,38.0,1,1,6.0,10000.0
23.6,3700.0,1,0,16.0,40000.0,29.0,0,0,12.666666666666666,20333.33333333333
21.1,2245.0,0,0,11.0,30000.0,34.0,0,0,10.5,17000.0
19.5,3000.0,0,0,2.0,10000.0,38.0,1,1,17.0,10000.0
29.0,3000.0,0,0,3.0,10000.0,37.0,1,1,8.666666666666666,10000.0
33.0,3000.0,0,0,2.0,10000.0,34.0,1,1,16.0,10000.0
22.0,2750.0,0,0,6.0,20000.0,31.0,0,0,13.666666666666666,10000.0
23.692307692307693,2578.846153846154,0,0,13.0,30000.0,39.0,0,0,14.846153846153848,20000.0
13.0,3000.0,0,0,3.0,10000.0,34.0,1,1,8.333333333333334,10000.0
30.0,3000.0,0,0,1.0,10000.0,36.0,1,1,19.0,10000.0
19.0,2742.8571428571427,0,0,7.0,30000.0,37.0,0,0,10.857142857142858,17142.85714285714
14.75,2250.0,0,0,4.0,20000.0,39.0,0,0,12.0,12500.0
21.5,1800.0,0,0,10.0,10000.0,29.0,1,0,14.0,10000.0
21.2,2560.0,1,1,5.0,20000.0,31.0,0,0,5.8,14000.0
23.0,1500.0,0,0,1.0,10000.0,27.0,1,1,12.0,10000.0
44.5,3000.0,0,0,2.0,10000.0,40.0,1,1,10.0,10000.0
16.666666666666668,3000.0,0,0,3.0,20000.0,43.0,0,1,8.333333333333334,10000.0
32.8,2700.0,0,0,5.0,10000.0,49.0,1,0,14.6,10000.0
17.666666666666668,1500.0,1,1,6.0,15000.0,52.0,0,0,14.166666666666666,10000.0
2.0,3000.0,0,0,1.0,10000.0,28.0,1,1,10.0,10000.0
22.0,1500.0,1,1,1.0,10000.0,27.0,0,1,19.0,10000.0
14.666666666666666,1500.0,1,1,3.0,20000.0,35.0,0,1,2.6666666666666665,10000.0
29.0,3000.0,0,0,1.0,10000.0,40.0,1,1,15.0,10000.0
30.125,2906.25,0,0,8.0,20000.0,33.0,0,0,16.75,10000.0
36.0,1500.0,1,1,1.0,10000.0,31.0,0,1,14.0,10000.0
12.75,1687.5,1,1,4.0,20000.0,34.0,0,0,11.5,12500.0
30.0,3000.0,0,0,2.0,10000.0,51.0,1,1,18.5,10000.0
36.8,4680.0,1,0,5.0,30000.0,41.0,0,0,11.0,20000.0
13.428571428571429,1714.2857142857142,0,0,7.0,20000.0,34.0,0,0,10.857142857142858,12857.142857142857
26.166666666666668,2500.0,1,1,6.0,10000.0,37.0,0,0,12.0,10000.0
24.0,3000.0,1,1,1.0,10000.0,38.0,0,1,18.0,10000.0
19.615384615384617,3353.8384615384616,0,0,13.0,30000.0,34.0,0,0,15.307692307692308,23076.92307692308
5.5,1500.0,1,1,2.0,10000.0,35.0,0,1,11.5,10000.0
34.6,3000.0,0,0,5.0,20000.0,45.0,0,0,9.2,12000.0
31.5,3000.0,0,0,2.0,10000.0,32.0,1,1,18.5,10000.0
13.0,1500.0,1,1,2.0,10000.0,34.0,0,1,9.0,10000.0
26.0,3000.0,0,0,1.0,10000.0,41.0,1,1,10.0,10000.0
13.5,2250.0,0,0,2.0,10000.0,39.0,1,1,11.0,10000.0
16.181818181818183,3134.090909090909,0,0,11.0,40000.0,31.0,0,0,14.090909090909092,23636.36363636364
30.0,3000.0,0,0,1.0,10000.0,44.0,1,1,21.0,10000.0
32.5,3000.0,0,0,4.0,10000.0,40.0,1,0,17.0,10000.0
8.0,3000.0,0,0,1.0,10000.0,35.0,1,1,22.0,10000.0
9.0,1500.0,1,1,1.0,10000.0,39.0,0,1,9.0,10000.0
20.5,2250.0,1,1,2.0,10000.0,44.0,0,1,9.5,10000.0
12.285714285714286,2692.8571428571427,1,0,7.0,30000.0,41.0,0,0,10.142857142857142,17142.85714285714
31.0,3000.0,0,0,1.0,10000.0,36.0,1,1,16.0,10000.0
18.0,1500.0,0,0,1.0,10000.0,32.0,1,1,17.0,10000.0
19.0,1500.0,0,0,1.0,10000.0,33.0,1,1,13.0,10000.0
27.0,3000.0,0,0,1.0,10000.0,38.0,1,1,12.0,10000.0
8.333333333333334,2000.0,0,0,3.0,20000.0,45.0,0,1,19.666666666666668,10000.0
20.0,2110.0,1,1,5.0,20000.0,32.0,0,0,6.4,14000.0
45.0,3000.0,0,0,1.0,10000.0,36.0,1,1,17.0,10000.0
16.0,3000.0,0,0,1.0,10000.0,40.0,1,1,19.0,10000.0
16.071428571428573,3007.1428571428573,0,0,14.0,40000.0,46.0,0,0,10.928571428571429,25714.28571428572
16.6,1575.0,0,0,10.0,20000.0,31.0,0,0,11.9,10000.0
30.0,3266.6666666666665,0,0,3.0,10000.0,30.0,1,1,7.0,13333.333333333334
19.25,1500.0,1,1,4.0,10000.0,32.0,0,0,13.0,10000.0
25.33333333333333,3911.1111111111113,0,0,9.0,40000.0,34.0,0,0,15.0,23333.33333333333
3.72,1341.0,1,0,26.0,60000.0,35.0,0,0,13.36,13200.0
44.0,3000.0,0,0,2.0,10000.0,38.0,1,1,9.5,10000.0
38.5,3000.0,0,0,2.0,10000.0,34.0,1,1,13.5,10000.0
19.545454545454547,3181.818181818182,0,0,11.0,40000.0,39.0,0,0,13.818181818181818,25454.545454545456
16.5,1500.0,1,1,2.0,10000.0,36.0,0,1,8.0,10000.0
25.0,2787.5,1,1,4.0,20000.0,40.0,0,0,14.25,12500.0
25.8,3600.0,0,0,5.0,20000.0,36.0,0,0,16.8,14000.0
30.0,3000.0,0,0,1.0,10000.0,44.0,1,1,21.0,10000.0
23.571428571428573,3242.8571428571427,0,1,7.0,15000.0,32.0,0,0,16.857142857142858,14285.714285714286
23.0,3526.923076923077,0,0,13.0,40000.0,32.0,0,0,12.0,28461.53846153846
14.5,1241.6666666666667,1,1,6.0,10000.0,43.0,0,0,10.666666666666666,10000.0
27.0,3600.0,0,0,5.0,20000.0,32.0,0,0,18.2,14000.0
31.0,3000.0,0,0,1.0,10000.0,30.0,1,1,4.0,10000.0
15.0,1500.0,1,1,2.0,10000.0,36.0,0,1,11.5,10000.0
20.8125,3406.25,0,1,16.0,50000.0,47.0,0,0,13.9375,29375.0
25.0,1500.0,0,0,1.0,10000.0,49.0,1,1,12.0,10000.0
26.7,4600.0,0,0,10.0,40000.0,37.0,0,0,14.2,26000.0
29.0,3000.0,0,0,1.0,10000.0,39.0,1,1,0.0,10000.0
13.0,1500.0,0,0,1.0,10000.0,45.0,1,1,16.0,10000.0
28.0,3000.0,0,0,1.0,10000.0,36.0,1,1,10.0,10000.0
12.0,2178.125,0,0,8.0,30000.0,36.0,0,0,13.625,15625.0
28.0,3000.0,0,0,2.0,20000.0,38.0,0,1,14.5,10000.0
26.0,1500.0,0,0,2.0,10000.0,31.0,1,1,20.0,10000.0
16.166666666666668,1554.1666666666667,0,0,6.0,15000.0,34.0,0,0,17.0,10000.0
27.666666666666668,3000.0,0,0,3.0,20000.0,37.0,0,1,9.333333333333334,10000.0
18.625,2331.25,0,0,8.0,20000.0,33.0,0,0,10.875,13750.0
28.375,3871.875,0,0,8.0,40000.0,31.0,0,0,12.5,21875.0
35.0,3000.0,1,1,2.0,10000.0,38.0,0,1,21.0,10000.0
22.76923076923077,3100.0,0,0,13.0,30000.0,43.0,1,0,11.23076923076923,19230.76923076923
23.08333333333333,3825.0,0,0,12.0,40000.0,34.0,0,0,14.166666666666666,27500.0
31.0,3000.0,0,0,1.0,10000.0,37.0,1,1,17.0,10000.0
32.0,3000.0,0,0,1.0,10000.0,41.0,1,1,4.0,10000.0
28.6,3160.0,0,0,5.0,10000.0,46.0,1,0,16.2,12000.0
6.0,3000.0,0,0,1.0,10000.0,37.0,1,1,19.0,10000.0
36.0,3000.0,0,0,1.0,10000.0,40.0,1,1,13.0,10000.0
30.857142857142858,3764.285714285714,1,0,7.0,40000.0,37.0,0,0,12.0,20000.0
18.0,2437.5,0,0,4.0,30000.0,54.0,0,0,15.0,17500.0
24.33333333333333,4483.333333333333,1,0,6.0,30000.0,33.0,0,0,12.666666666666666,18333.33333333333
26.0,3000.0,0,0,1.0,10000.0,43.0,1,1,10.0,10000.0
22.666666666666668,3000.0,0,0,3.0,20000.0,41.0,0,1,15.666666666666666,13333.333333333334
